s,v,T_stride,lam1_re,lam1_im,lam2_re,lam2_im,lam3_re,lam3_im,abs_lam1,abs_lam2,abs_lam3,stable
0.790982,0.217175,3.642138,-1.00000000,0.00000000,0.68918831,0.00000000,0.00000000,0.00000000,1.00000000,0.68918831,0.00000000,1
0.793888,0.217978,3.642061,-1.00000000,0.00000000,0.68688671,0.00000000,-0.00000000,0.00000000,1.00000000,0.68688671,0.00000000,1
0.796794,0.218780,3.641980,-1.00000000,0.00000000,0.68457653,0.00000000,0.00000000,0.00000000,1.00000000,0.68457653,0.00000000,1
0.799699,0.219583,3.641895,-1.00000000,0.00000000,0.68225777,0.00000000,0.00000000,0.00000000,1.00000000,0.68225777,0.00000000,1
0.802605,0.220387,3.641806,-1.00000000,0.00000000,0.67993043,0.00000000,0.00000000,0.00000000,1.00000000,0.67993043,0.00000000,1
0.805511,0.221190,3.641713,-1.00000000,0.00000000,0.67759451,0.00000000,-0.00000000,0.00000000,1.00000000,0.67759451,0.00000000,1
0.808417,0.221994,3.641617,-1.00000000,0.00000000,0.67525001,0.00000000,0.00000000,0.00000000,1.00000000,0.67525001,0.00000000,1
0.811323,0.222798,3.641515,-1.00000000,0.00000000,0.67289693,0.00000000,0.00000000,0.00000000,1.00000000,0.67289693,0.00000000,1
0.814228,0.223603,3.641410,-1.00000000,0.00000000,0.67053527,0.00000000,0.00000000,0.00000000,1.00000000,0.67053527,0.00000000,1
0.817134,0.224407,3.641300,-1.00000000,0.00000000,0.66816503,0.00000000,0.00000000,0.00000000,1.00000000,0.66816503,0.00000000,1
0.820040,0.225212,3.641187,-1.00000000,0.00000000,0.66578621,0.00000000,0.00000000,0.00000000,1.00000000,0.66578621,0.00000000,1
0.822946,0.226018,3.641068,-1.00000000,0.00000000,0.66339882,0.00000000,-0.00000000,0.00000000,1.00000000,0.66339882,0.00000000,1
0.825852,0.226823,3.640946,-1.00000000,0.00000000,0.66100285,0.00000000,0.00000000,0.00000000,1.00000000,0.66100285,0.00000000,1
0.828758,0.227629,3.640819,-1.00000000,0.00000000,0.65859830,0.00000000,0.00000000,0.00000000,1.00000000,0.65859830,0.00000000,1
0.831663,0.228436,3.640687,-1.00000000,0.00000000,0.65618518,0.00000000,0.00000000,0.00000000,1.00000000,0.65618518,0.00000000,1
0.834569,0.229243,3.640551,-1.00000000,0.00000000,0.65376348,0.00000000,0.00000000,0.00000000,1.00000000,0.65376348,0.00000000,1
0.837475,0.230050,3.640411,-1.00000000,0.00000000,0.65133321,0.00000000,-0.00000000,0.00000000,1.00000000,0.65133321,0.00000000,1
0.840381,0.230857,3.640266,-1.00000000,0.00000000,0.64889437,0.00000000,0.00000000,0.00000000,1.00000000,0.64889437,0.00000000,1
0.843287,0.231665,3.640116,-1.00000000,0.00000000,0.64644695,0.00000000,0.00000000,0.00000000,1.00000000,0.64644695,0.00000000,1
0.846192,0.232473,3.639961,-1.00000000,0.00000000,0.64399097,0.00000000,0.00000000,0.00000000,1.00000000,0.64399097,0.00000000,1
0.849098,0.233281,3.639802,-1.00000000,0.00000000,0.64152642,0.00000000,0.00000000,0.00000000,1.00000000,0.64152642,0.00000000,1
0.852004,0.234090,3.639638,-1.00000000,0.00000000,0.63905330,0.00000000,0.00000000,0.00000000,1.00000000,0.63905330,0.00000000,1
0.854910,0.234900,3.639470,-1.00000000,0.00000000,0.63657161,0.00000000,0.00000000,0.00000000,1.00000000,0.63657161,0.00000000,1
0.857816,0.235709,3.639296,-1.00000000,0.00000000,0.63408137,0.00000000,0.00000000,0.00000000,1.00000000,0.63408137,0.00000000,1
0.860721,0.236519,3.639115,-1.00000000,0.00000000,0.63158257,0.00000000,0.00000000,0.00000000,1.00000000,0.63158257,0.00000000,1
0.863627,0.237330,3.638929,-1.00000000,0.00000000,0.62907520,0.00000000,0.00000000,0.00000000,1.00000000,0.62907520,0.00000000,1
0.866533,0.238141,3.638739,-1.00000000,0.00000000,0.62655926,0.00000000,0.00000000,0.00000000,1.00000000,0.62655926,0.00000000,1
0.869439,0.238953,3.638543,-1.00000000,0.00000000,0.62403474,0.00000000,0.00000000,0.00000000,1.00000000,0.62403474,0.00000000,1
0.872345,0.239764,3.638342,-1.00000000,0.00000000,0.62150165,0.00000000,0.00000000,0.00000000,1.00000000,0.62150165,0.00000000,1
0.875251,0.240577,3.638135,-1.00000000,0.00000000,0.61895999,0.00000000,0.00000000,0.00000000,1.00000000,0.61895999,0.00000000,1
0.878156,0.241389,3.637923,-1.00000000,0.00000000,0.61640976,0.00000000,0.00000000,0.00000000,1.00000000,0.61640976,0.00000000,1
0.881062,0.242203,3.637706,-1.00000000,0.00000000,0.61385096,0.00000000,0.00000000,0.00000000,1.00000000,0.61385096,0.00000000,1
0.883968,0.243016,3.637483,-1.00000000,0.00000000,0.61128360,0.00000000,0.00000000,0.00000000,1.00000000,0.61128360,0.00000000,1
0.886874,0.243830,3.637255,-1.00000000,0.00000000,0.60870766,0.00000000,0.00000000,0.00000000,1.00000000,0.60870766,0.00000000,1
0.889780,0.244645,3.637021,-1.00000000,0.00000000,0.60612315,0.00000000,0.00000000,0.00000000,1.00000000,0.60612315,0.00000000,1
0.892685,0.245460,3.636782,-1.00000000,0.00000000,0.60353008,0.00000000,0.00000000,0.00000000,1.00000000,0.60353008,0.00000000,1
0.895591,0.246276,3.636537,-1.00000000,0.00000000,0.60092845,0.00000000,0.00000000,0.00000000,1.00000000,0.60092845,0.00000000,1
0.898497,0.247092,3.636286,-1.00000000,0.00000000,0.59831824,0.00000000,0.00000000,0.00000000,1.00000000,0.59831824,0.00000000,1
0.901403,0.247909,3.636030,-1.00000000,0.00000000,0.59569948,0.00000000,0.00000000,0.00000000,1.00000000,0.59569948,0.00000000,1
0.904309,0.248726,3.635768,-1.00000000,0.00000000,0.59307215,0.00000000,0.00000000,0.00000000,1.00000000,0.59307215,0.00000000,1
0.907214,0.249543,3.635500,-1.00000000,0.00000000,0.59043626,0.00000000,0.00000000,0.00000000,1.00000000,0.59043626,0.00000000,1
0.910120,0.250361,3.635225,-1.00000000,0.00000000,0.58779181,0.00000000,0.00000000,0.00000000,1.00000000,0.58779181,0.00000000,1
0.913026,0.251180,3.634945,-1.00000000,0.00000000,0.58513879,0.00000000,0.00000000,0.00000000,1.00000000,0.58513879,0.00000000,1
0.915932,0.251999,3.634659,-1.00000000,0.00000000,0.58247722,0.00000000,0.00000000,0.00000000,1.00000000,0.58247722,0.00000000,1
0.918838,0.252819,3.634367,-1.00000000,0.00000000,0.57980709,0.00000000,0.00000000,0.00000000,1.00000000,0.57980709,0.00000000,1
0.921743,0.253640,3.634068,-1.00000000,0.00000000,0.57712841,0.00000000,0.00000000,0.00000000,1.00000000,0.57712841,0.00000000,1
0.924649,0.254460,3.633764,-1.00000000,0.00000000,0.57444117,0.00000000,0.00000000,0.00000000,1.00000000,0.57444117,0.00000000,1
0.927555,0.255282,3.633453,-1.00000000,0.00000000,0.57174537,0.00000000,0.00000000,0.00000000,1.00000000,0.57174537,0.00000000,1
0.930461,0.256104,3.633136,-1.00000000,0.00000000,0.56904102,0.00000000,0.00000000,0.00000000,1.00000000,0.56904102,0.00000000,1
